Reparto,Classe,Categoria,Codice,Descrizione,U.M.A.,U.M.C.,Coeff Conv,Euro Medio,Quantita,Primo_Periodo,Secondo_Periodo,Valore,Mese,Anno,Row_Type,Reparto_Dir,Reparto_Filled,Classe_Filled,Categoria_Filled
,BEVERAGE - ,,,,,,,,,2927.9981,2927.9981,2927.9981,06,2024,Classe,BARBEACH,BARBEACH,BEVERAGE - ,
,,ACQUA - ,,,,,,,,307.992,307.992,307.992,06,2024,Categoria,BARBEACH,BARBEACH,BEVERAGE - ,ACQUA - 
,,,BEV.ACQ.00009,ACQUA FRIZZANTE SVEVA 50CLX24PZ,BT,BT,1.0,0.1229,666,109.224,109.224,109.224,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,ACQUA - 
,,,BEV.ACQ.00010,ACQUA NATURALE LILIA 50CLX24PZ,BT,BT,1.0,0.164,1212,198.768,198.768,198.768,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,ACQUA - 
,,APERITIV - ,,,,,,,,85.3135,85.3135,85.3135,06,2024,Categoria,BARBEACH,BARBEACH,BEVERAGE - ,APERITIV - 
,,,BEV.APE.00001,SAN BITTER BIANCO 10CL X 40,BT,BT,1.0,0.3371,5,2.36,2.36,2.36,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,APERITIV - 
,,,BEV.APE.00003,APEROL,LT,CL,100.0,10.9442,5,54.7211,54.7211,54.7211,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,APERITIV - 
,,,BEV.APE.00004,CRODINO 10CL X 48,BT,BT,1.0,0.4681,13,6.3135,6.3135,6.3135,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,APERITIV - 
,,,BEV.APE.00006,CAMPARI,LT,CL,100.0,16.7624,1,17.2989,17.2989,17.2989,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,APERITIV - 
,,,BEV.APE.00010,SAN BITTER ROSSO 10CL X 40,BT,BT,1.0,0.3159,10,4.62,4.62,4.62,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,APERITIV - 
,,BIRRE - ,,,,,,,,675.6263,675.6263,675.6263,06,2024,Categoria,BARBEACH,BARBEACH,BEVERAGE - ,BIRRE - 
,,,BEV.BIR.00001,BIRRA NASTRO AZZURRO 33CL X 24 VAP,BT,BT,1.0,0.7535,209,151.2753,151.2753,151.2753,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,BIRRE - 
,,,BEV.BIR.00002,BIRRA HEINEKEN 33CL X 24 VAP,BT,BT,1.0,0.8772,81,71.7439,71.7439,71.7439,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,BIRRE - 
,,,BEV.BIR.00004,BIRRA TENNENT'S SUPER CL 33X24 VAP,PZ,PZ,1.0,1.4671,13,18.2947,18.2947,18.2947,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,BIRRE - 
,,,BEV.BIR.00005,BIRRA PORETTI SPINA 20LT,LT,CL,100.0,3.9494,60,235.5,235.5,235.5,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,BIRRE - 
,,,BEV.BIR.00008,BIRRA CORONA 33CL X 24 VAP,BT,BT,1.0,1.1021,186,198.8124,198.8124,198.8124,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,BIRRE - 
,,CAFFETT - ,,,,,,,,257.9,257.9,257.9,06,2024,Categoria,BARBEACH,BARBEACH,BEVERAGE - ,CAFFETT - 
,,,BEV.CAF.00002,CAFFE' GINSENG 500 G,PZ,PZ,1.0,26.8,3,80.4,80.4,80.4,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,CAFFETT - 
,,,BEV.CAF.00003,CAFFE IN GRANI,KG,GR,1000.0,17.0,7,119.0,119.0,119.0,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,CAFFETT - 
,,,BEV.CAF.00012,CREMA CAFFE,PZ,PZ,1.0,19.5,3,58.5,58.5,58.5,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,CAFFETT - 
,,LATTE - ,,,,,,,,68.0143,68.0143,68.0143,06,2024,Categoria,BARBEACH,BARBEACH,BEVERAGE - ,LATTE - 
,,,BEV.LAT.00001,LATTE INTERO UHT LT.1,LT,LT,1.0,1.216,56,68.0143,68.0143,68.0143,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,LATTE - 
,,LIQUORI - ,,,,,,,,61.1688,61.1688,61.1688,06,2024,Categoria,BARBEACH,BARBEACH,BEVERAGE - ,LIQUORI - 
,,,BEV.LIQ.00023,LIQUORE LIMONCELLO VILLA MASSA,LT,CL,100.0,14.9844,2,29.9688,29.9688,29.9688,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,LIQUORI - 
,,,BEV.LIQ.00027,LIQUORE LIMONCELLO TENTAZIONI LT.2,LT,CL,100.0,7.5217,4,31.2,31.2,31.2,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,LIQUORI - 
,,SOFDRINK - ,,,,,,,,981.2594,981.2594,981.2594,06,2024,Categoria,BARBEACH,BARBEACH,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00001,POWERADE ORANGE 50CL X 12,BT,BT,1.0,0.76,21,15.96,15.96,15.96,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00002,POWERADE BLU 50CL X 12,BT,BT,1.0,0.76,24,18.24,18.24,18.24,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00003,SUCCO ARANCIA AMITA 20CL X 24,BT,BT,1.0,0.48,9,4.32,4.32,4.32,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00004,SUCCO MIRTILLO AMITA 20CL X 24,BT,BT,1.0,0.697,7,4.9248,4.9248,4.9248,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00005,SUCCO POMPELMO AMITA 20CL X 24,BT,BT,1.0,0.48,4,1.92,1.92,1.92,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00006,SUCCO ACE AMITA 20CL X 24,BT,BT,1.0,0.4979,11,5.7169,5.7169,5.7169,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00007,SUCCO PERA AMITA 20CL X 24,BT,BT,1.0,0.4879,12,6.18,6.18,6.18,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00008,SUCCO ANANAS AMITA 20CL X 24,BT,BT,1.0,0.6387,15,9.9439,9.9439,9.9439,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00009,SUCCO MELA VERDE AMITA 20CL X 24,BT,BT,1.0,0.4885,6,2.9959,2.9959,2.9959,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00010,SUCCO ALBICOCCA AMITA 20CL X 24,BT,BT,1.0,0.488,11,5.368,5.368,5.368,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00011,COCA COLA 45CL X 24 PET,BT,BT,1.0,0.139,243,226.7966,226.7966,226.7966,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00012,COCA COLA ZERO 45CL X 12 PET,BT,BT,1.0,0.894,240,223.9972,223.9972,223.9972,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00013,FANTA ORANGE 45CL X 12 PET,BT,BT,1.0,0.9333,97,90.5316,90.5316,90.5316,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00015,"CHINOTTO LURISIA 27,5CL X 24 VAP",BT,BT,1.0,0.99,22,21.78,21.78,21.78,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00017,"LIMONATA LURISIA 27,5CL X 24",BT,BT,1.0,0.99,91,90.09,90.09,90.09,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00019,SPRITE 45CL X 12PZ PET,BT,BT,1.0,0.7075,49,36.5857,36.5857,36.5857,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00020,THE LIMONE FUZE TEA 40CL X 12 PET,BT,BT,1.0,0.566,84,47.04,47.04,47.04,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00021,THE PESCA FUZE TEA 40CL X 12 PET,BT,BT,1.0,0.5822,31,17.36,17.36,17.36,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00022,THE PESCA E ROSA FUZE TEA 40CL X 12 PET,BT,BT,1.0,0.3689,45,30.3918,30.3918,30.3918,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00023,CEDRATA TASSONI 18CL X 25,BT,BT,1.0,0.6815,24,14.8116,14.8116,14.8116,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00035,REDBULL 33CLX24PZ,BT,BT,1.0,1.2426,39,40.5241,40.5241,40.5241,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00038,GRANITA A LIMONE,PZ,PZ,1.0,15.0,2,30.0,30.0,30.0,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00039,SUCCO PESCA AMITA 20CLX24PZ,BT,BT,1.0,0.4838,24,12.48,12.48,12.48,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00042,SCHWEPPES TONICA 18CLX24,PZ,PZ,1.0,1.0,8,5.2413,5.2413,5.2413,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00051,"ACQUA TONICA SIFONE 1,5LT",PZ,PZ,1.0,2.4841,6,18.06,18.06,18.06,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,SOFDRINK - 
,,VINBOLL - ,,,,,,,,464.3238,464.3238,464.3238,06,2024,Categoria,BARBEACH,BARBEACH,BEVERAGE - ,VINBOLL - 
,,,BEV.BOL.00001,PROSECCO TERRA SERENA 75CL X 6,BT,CL,0.75,5.7589,82,464.3238,464.3238,464.3238,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,VINBOLL - 
,,VINOBIAN - ,,,,,,,,23.1,23.1,23.1,06,2024,Categoria,BARBEACH,BARBEACH,BEVERAGE - ,VINOBIAN - 
,,,BEV.VIN.00002,VINO BIANCO SAMMARCO 75 CL,BT,CL,0.75,3.3,7,23.1,23.1,23.1,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,VINOBIAN - 
,,VINOROSS - ,,,,,,,,3.3,3.3,3.3,06,2024,Categoria,BARBEACH,BARBEACH,BEVERAGE - ,VINOROSS - 
,,,BEV.VIN.00004,VINO ROSSO SAMMARCO 75 CL,BT,CL,0.75,3.3,1,3.3,3.3,3.3,06,2024,Articolo,BARBEACH,BARBEACH,BEVERAGE - ,VINOROSS - 
,FOOD - ,,,,,,,,,4375.7433,4375.7433,4375.7433,06,2024,Classe,BARBEACH,BARBEACH,FOOD - ,
,,CARNEBIA - ,,,,,,,,129.2385,129.2385,129.2385,06,2024,Categoria,BARBEACH,BARBEACH,FOOD - ,CARNEBIA - 
,,,FOO.CBI.00001,PETTO DI POLLO INTERO,KG,KG,1.0,9.4794,16.7,129.2385,129.2385,129.2385,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,CARNEBIA - 
,,FORMAGG - ,,,,,,,,62.1669,62.1669,62.1669,06,2024,Categoria,BARBEACH,BARBEACH,FOOD - ,FORMAGG - 
,,,FOO.FOR.00016,SCAGLIE DI GRANA BIRAGHI GR 500,KG,GR,1000.0,16.0,1.5,24.0,24.0,24.0,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,FORMAGG - 
,,,FOO.FOR.00018,FORMAGGIO FETA CUBETTATA GR 15O,PZ,PZ,1.0,2.9727,13,38.1669,38.1669,38.1669,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,FORMAGG - 
,,FRUTTFRE - ,,,,,,,,113.356,113.356,113.356,06,2024,Categoria,BARBEACH,BARBEACH,FOOD - ,FRUTTFRE - 
,,,FOO.FRU.00002,ARANCE,KG,GR,1000.0,2.3627,2,3.1401,3.1401,3.1401,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,FRUTTFRE - 
,,,FOO.FRU.00003,LIMONI,KG,GR,1000.0,2.7427,5,8.0785,8.0785,8.0785,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,FRUTTFRE - 
,,,FOO.FRU.00008,ANGURIA,KG,GR,1000.0,1.4229,49.6,77.2435,77.2435,77.2435,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,FRUTTFRE - 
,,,FOO.FRU.00009,MELONE CANTALUPO,KG,GR,1000.0,1.821,4,7.1127,7.1127,7.1127,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,FRUTTFRE - 
,,,FOO.FRU.00010,MELONE GIALLO,KG,GR,1000.0,1.489,10,17.7812,17.7812,17.7812,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,FRUTTFRE - 
,,GELATCON - ,,,,,,,,1229.0649,1229.0649,1229.0649,06,2024,Categoria,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00001,GELATO CORNETTO CLASSICO 1CTX24PZ,PZ,PZ,1.0,1.64,74,121.36,121.36,121.36,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00002,GELATO CORNETTO CUORE DI CIALDA 1CTX14PZ,PZ,PZ,1.0,1.7062,22,29.0168,29.0168,29.0168,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00003,GELATO CORNETTO CHOC 'N' BALL 1CTX20PZ,PZ,PZ,1.0,1.7607,46,72.9057,72.9057,72.9057,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00004,GELATO MAGNUM CLASSICO 1CTX20PZ,PZ,PZ,1.0,1.715,39,66.885,66.885,66.885,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00005,GELATO MAGNUM BIANCO 1CTX20PZ,PZ,PZ,1.0,1.715,41,70.315,70.315,70.315,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00006,GELATO MAGNUM INTENSE COFFEE 1CTX20PZ,PZ,PZ,1.0,1.715,5,8.575,8.575,8.575,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00007,GELATO MAGNUM BOMBONIERA 1CTX20PZ,PZ,PZ,1.0,2.254,12,27.048,27.048,27.048,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00008,GELATO MAGNUM DOUBLE CARAMEL 1CTX20PZ,PZ,PZ,1.0,1.86,56,104.16,104.16,104.16,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00009,GELATO MAGNUM EUPHORIA 1CTX20PZ,PZ,PZ,1.0,1.86,9,16.74,16.74,16.74,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00010,GELATO MAGNUM WONDER 1CTX20PZ,PZ,PZ,1.0,1.86,5,9.3,9.3,9.3,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00011,GELATO MAGNUM CHILL 1CTX20PZ,PZ,PZ,1.0,1.86,10,18.6,18.6,18.6,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00012,GELATO PAN DI STELLE 1CTX25PZ,PZ,PZ,1.0,1.7152,17,29.1584,29.1584,29.1584,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00015,GELATO GOCCIOLE 1CTX25PZ,PZ,PZ,1.0,1.7152,55,94.336,94.336,94.336,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00016,GELATO CROCCANTE AMARENA 1CTX32PZ,PZ,PZ,1.0,1.19,14,16.66,16.66,16.66,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00017,GELATO FIOR DI FRAGOLA 1CTX36PZ,PZ,PZ,1.0,1.19,19,22.61,22.61,22.61,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00018,GELATO LIUK 1CTX32PZ,PZ,PZ,1.0,1.19,41,48.79,48.79,48.79,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00019,GELATO CUCCIOLONE MAXI 1CTX30PZ,PZ,PZ,1.0,1.49,30,44.7,44.7,44.7,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00020,GELATO SOLERO 1CTX25PZ,PZ,PZ,1.0,1.49,28,41.72,41.72,41.72,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00021,GELATO COPPA KIMBO 1CTX24PZ,PZ,PZ,1.0,1.64,9,14.76,14.76,14.76,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00022,GELATO CALIPPO A LIMONE 1CTX24PZ,PZ,PZ,1.0,1.49,38,56.62,56.62,56.62,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00023,GELATO CALIPPO COLA 1CTX24PZ,PZ,PZ,1.0,1.49,24,35.76,35.76,35.76,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00024,GELATO TREASURE BOX 1CTX18PZ,PZ,PZ,1.0,1.12,36,40.32,40.32,40.32,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00025,GELATO GHIACCIOLI EQUILIBRIA 1CTX30PZ,PZ,PZ,1.0,0.67,60,40.2,40.2,40.2,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00026,GELATO MAGNUM MANDORLE 1CTX20PZ,PZ,PZ,1.0,1.715,60,102.9,102.9,102.9,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00027,GELATO BIKINI NEW 1CTX20PZ,PZ,PZ,1.0,1.49,20,29.8,29.8,29.8,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00028,GELATO CREMINO 1CTX36PZ,PZ,PZ,1.0,1.19,13,15.47,15.47,15.47,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00030,GELATO COPPA RICA AMARENA 1CTX20PZ,PZ,PZ,1.0,1.64,6,9.84,9.84,9.84,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00031,GELATO SUPER TWISTER 1CTX28PZ,PZ,PZ,1.0,1.12,24,26.88,26.88,26.88,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00032,GELATO CHUCHES NEW 1CTX20PZ,PZ,PZ,1.0,1.49,8,11.92,11.92,11.92,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,,FOO.GCO.00033,GELATO CORNETTO TOGO 1CTX14PZ,PZ,PZ,1.0,1.715,1,1.715,1.715,1.715,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,GELATCON - 
,,LATTICIN - ,,,,,,,,417.75,417.75,417.75,06,2024,Categoria,BARBEACH,BARBEACH,FOOD - ,LATTICIN - 
,,,FOO.LAT.00003,MOZZARELLA FIOR DI LATTE,KG,GR,1000.0,7.5,32,240.0,240.0,240.0,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,LATTICIN - 
,,,FOO.LAT.00007,BOCCONCINI 70GR,KG,GR,1000.0,7.5,23.7,177.75,177.75,177.75,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,LATTICIN - 
,,MONODOLC - ,,,,,,,,5.1811,5.1811,5.1811,06,2024,Categoria,BARBEACH,BARBEACH,FOOD - ,MONODOLC - 
,,,FOO.MON.00008,ZUCCHERO BUSTINE ERIDIANA 10KG,KG,KG,1.0,2.7154,2,5.1811,5.1811,5.1811,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,MONODOLC - 
,,OLIO - ,,,,,,,,48.3741,48.3741,48.3741,06,2024,Categoria,BARBEACH,BARBEACH,FOOD - ,OLIO - 
,,,FOO.OLI.00003,OLIO D'OLIVA EXTRA VERGINE LT.5,LT,LT,1.0,9.8347,5,48.3741,48.3741,48.3741,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,OLIO - 
,,ORTAGGI - ,,,,,,,,150.5558,150.5558,150.5558,06,2024,Categoria,BARBEACH,BARBEACH,FOOD - ,ORTAGGI - 
,,,FOO.ORT.00002,POMODORO CUORE DI BUE,KG,KG,1.0,3.0293,9.8,25.3309,25.3309,25.3309,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,ORTAGGI - 
,,,FOO.ORT.00006,BASILICO,KG,GR,1000.0,2.144,1.5,8.5631,8.5631,8.5631,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,ORTAGGI - 
,,,FOO.ORT.00008,RUCOLA,KG,GR,1000.0,5.0,1.5,7.5,7.5,7.5,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,ORTAGGI - 
,,,FOO.ORT.00009,POMODORINI DATTERINI ROSSI,KG,GR,1000.0,3.2,8.7,22.3618,22.3618,22.3618,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,ORTAGGI - 
,,,FOO.ORT.00010,MISTICANZA,PZ,PZ,1.0,1.211,41,51.0222,51.0222,51.0222,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,ORTAGGI - 
,,,FOO.ORT.0009,INSALATA ICEBERG,PZ,PZ,1.0,1.6667,30,35.7778,35.7778,35.7778,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,ORTAGGI - 
,,PANE - ,,,,,,,,401.2067,401.2067,401.2067,06,2024,Categoria,BARBEACH,BARBEACH,FOOD - ,PANE - 
,,,FOO.PAN.00006,"PANE FUNGHETTO 1,1KG X 22 FETTEX4CF",CF,CF,1.0,10.2,7,71.4,71.4,71.4,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,PANE - 
,,,FOO.PAN.00012,PANE PELATONE 12X12 33FETTEX6 CF,CF,CF,1.0,13.6,8,108.8,108.8,108.8,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,PANE - 
,,,FOO.PAN.00013,PANE BISCOTTATO INTEGRALE,PZ,PZ,1.0,2.2107,10,22.1056,22.1056,22.1056,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,PANE - 
,,,FOO.PAN.00014,PANE FRESELLE 400 GR,PZ,PZ,1.0,2.2144,7,15.5011,15.5011,15.5011,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,PANE - 
,,,FOO.PAN.00015,PANINI 100GR,KG,GR,1000.0,4.0,44.1,176.4,176.4,176.4,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,PANE - 
,,,FOO.PAN.00019,PANE FRESELLE GR 300X12PZ,PZ,PZ,1.0,1.0,7,7.0,7.0,7.0,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,PANE - 
,,PASTICCE - ,,,,,,,,12.8,12.8,12.8,06,2024,Categoria,BARBEACH,BARBEACH,FOOD - ,PASTICCE - 
,,,FOO.PPP.00019,PANNA HOPLA 1 LT,LT,CL,100.0,3.2,3,9.6,9.6,9.6,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,PASTICCE - 
,,,FOO.PPP.00023,PANNA HOPLA 200 ML,LT,CL,100.0,4.0477,0.8,3.2,3.2,3.2,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,PASTICCE - 
,,SCATOLAM - ,,,,,,,,434.4,434.4,434.4,06,2024,Categoria,BARBEACH,BARBEACH,FOOD - ,SCATOLAM - 
,,,FOO.SCA.00018,TONNO DELFINO 870GR,PZ,PZ,1.0,14.48,30,434.4,434.4,434.4,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,SCATOLAM - 
,,SEMILDOL - ,,,,,,,,203.92,203.92,203.92,06,2024,Categoria,BARBEACH,BARBEACH,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00001,CORNETTO CEREALI E F. DI BOSCO 75GRX50PZ,PZ,PZ,1.0,0.612,40,24.48,24.48,24.48,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00002,CORNETTO GLASSATO CREMA 90GRX50PZ,PZ,PZ,1.0,0.618,50,30.9,30.9,30.9,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00003,CORNETTO GLASSATO CIOCCOLATO 90GRX50PZ,PZ,PZ,1.0,0.666,150,99.9,99.9,99.9,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00048,CORNETTO BORBONE GR 85 X PZ 50,PZ,PZ,1.0,0.598,40,23.92,23.92,23.92,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00050,CORNETTO GLASSATO MARMELLATA GR 90XPZ50,PZ,PZ,1.0,0.618,40,24.72,24.72,24.72,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,SEMILDOL - 
,,SEMILSAL - ,,,,,,,,664.2282,664.2282,664.2282,06,2024,Categoria,BARBEACH,BARBEACH,FOOD - ,SEMILSAL - 
,,,FOO.SSA.00001,"CALZONE POMODORO MOZZ 130GR  3,9KGX30PZ",PZ,PZ,30.0,0.9933,82,81.4518,81.4518,81.4518,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,SEMILSAL - 
,,,FOO.SSA.00007,"ARANCINO AL SUGO 130GR 2,5KGX2CF",KG,KG,1.0,9.28,7.5,69.6,69.6,69.6,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,SEMILSAL - 
,,,FOO.SSA.00008,"FRITTATINA SPAGHETTI 130GR 2,5KGX2CF",KG,KG,1.0,9.28,14,129.92,129.92,129.92,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,SEMILSAL - 
,,,FOO.SSA.00015,"CROCCHE EXTRA GR 130 2X2,5 KG",KG,KG,1.0,9.42,12.5,117.75,117.75,117.75,06,2024,Articolo,BARBEACH,BARBEACH,FOOD - ,SEMILSAL - 
