Reparto,Classe,Categoria,Codice,Descrizione,U.M.A.,U.M.C.,Coeff Conv,Euro Medio,Quantita,Primo Per.,Sec. Per.
,,,FOO.SSA.00011,"PANINI ALPE ADRIA MIX 3,5GRX2,7KG",KG,KG,1.0,9.5185,46.6,443.5627,443.5627
,,,FOO.SSA.00012,PATATE SURGELATE LA RISSOLEE GR.700,PZ,PZ,1.0,2.114,73,153.5823,153.5823
,,,FOO.SSA.00013,"PATATE SURGELATE A CUBETTI 2,5KGX4PZ",KG,GR,1000.0,3.117,19,59.223,59.223
,,SPEZIECO - ,,,,,,,,152.3365,152.3365
,,,FOO.MON.00003,KETCHUP BUSTINE,CF,CF,1.0,10.383,2,20.449,20.449
,,,FOO.MON.00004,PEPE BUSTINE,CF,CF,1.0,10.27,1,10.27,10.27
,,,FOO.MON.00005,MAIONESE BUSTINE,CF,CF,1.0,9.1922,1,8.7644,8.7644
,,,FOO.MON.00006,ACETO DI VINO BIANCO BUSTINE,CF,CF,1.0,14.9079,1,16.3594,16.3594
,,,FOO.SPE.00001,ACETO DI VINO BIANCO,LT,LT,1.0,0.8144,5,3.9148,3.9148
,,,FOO.SPE.00006,SALE BUSTINE,CF,CF,1.0,10.5171,1,10.5557,10.5557
,,,FOO.SPE.00008,OLIO EXTRA VERGINE BUSTINE,CF,CF,1.0,16.4537,5,82.0232,82.0232
,,UOVA - ,,,,,,,,1159.4821,1159.4821
,,,FOO.UOV.00001,UOVA FRESCHE L CAT. A X 180PZ,PZ,PZ,1.0,0.185,6559,1159.4821,1159.4821
,,YOGURT - ,,,,,,,,209.4035,209.4035
,,,FOO.YOG.00002,YOGURT BIANCO KG.5,PZ,PZ,1.0,10.47,20,209.4035,209.4035
,VARIE - ,,,,,,,,,2211.7682,2211.7682
,,CARTBUSA - ,,,,,,,,54.2553,54.2553
,,,VAR.CAR.00016,BUSTE SHOPPER BIANCHE 400PZ (COLAZIONI),PZ,PZ,1.0,0.1345,55,7.3975,7.3975
,,,VAR.CAR.00017,CENTRINI MERLETTATI RETTANG 20X30 250PZ,CF,PZ,250.0,5.5,3,16.5,16.5
,,,VAR.CAR.00018,SACCHETTI BIANCHI BREAKFAST 17X34 10KG,KG,KG,0.0,1.4312,0.25,0.3578,0.3578
,,,VAR.CAR.00022,CENTRINI MERLETTATI OVALI 30X31 250PZ,CF,PZ,250.0,12.5,3,30.0,30.0
,,MONOUSO - ,,,,,,,,2157.5129,2157.5129
,,,VAR.MON.00005,TOVAGLIOLO TNT 40X40 (16CFX50PZ),CF,CF,1.0,3.6749,31,113.923,113.923
,,,VAR.MON.00007,TOVAGLIE 100X100 (4CFX25PZ),CF,CF,1.0,14.002,98,1372.4874,1372.4874
,,,VAR.MON.00024,SALVALIQUIDI RETTANGOLARI GR750 1CFX50PZ,PZ,PZ,1.0,0.22,32,7.04,7.04
,,,VAR.MON.00032,TOVAGLIOLI TNT POKET AZZ40X35(16CFX50PZ),CF,CF,1.0,4.0476,125,664.0625,664.0625
,,,,,,,,,TOTALE,22540.9943,22540.9943
