Reparto,Classe,Categoria,Codice,Descrizione,U.M.A.,U.M.C.,Coeff Conv,Euro Medio,Quantita,Primo Per.,Sec. Per.
,,CANPERS - ,,,,,,,,6.5625,6.5625
,,,VAR.CPE.00010,PENNE PERSONALIZZATE BLU,PZ,PZ,1.0,0.4375,15,6.5625,6.5625
,,MONOUSO - ,,,,,,,,22.1654,22.1654
,,,VAR.MON.00009,BICCHIERI CARTA 380ML NATURALICA 1X50PZ,CF,CF,1.0,5.5827,2,11.1654,11.1654
,,,VAR.MON.00014,BICCHIERI PLASTICA KRISTAL 25CL20CFX50PZ,CF,CF,1.0,1.7,4,6.8,6.8
,,,VAR.MON.00031,COPERCHI PER BICCHIERI CAPPUCC. 1CFX30PZ,CF,PZ,30.0,4.2,1,4.2,4.2
,,RICECONS - ,,,,,,,,50.0673,50.0673
,,,VAR.RIC.00004,POSACENERE,PZ,PZ,1.0,3.1891,3,9.5673,9.5673
,,,VAR.RIC.00014,OLIO PER LAMPADE,PZ,PZ,1.0,4.5,9,40.5,40.5
,,,,,,,,,TOTALE,2911.9423,2911.9423
