Reparto,Classe,Categoria,Codice,Descrizione,U.M.A.,U.M.C.,Coeff Conv,Euro Medio,Quantita,Primo Per.,Sec. Per.
,,,FOO.SNS.00006,PATATINE SAN CARLO CLASSICHE 50GR X 20PZ,PZ,PZ,1.0,0.8,88,70.4,70.4
,,,FOO.SNS.00007,PATATINE FONZIES 60PZ,PZ,PZ,1.0,0.9031,24,21.6744,21.6744
,,,FOO.SNS.00008,PATATINE CIPSTER 35GR X 22PZ,PZ,PZ,1.0,0.7273,2,1.4546,1.4546
,,,FOO.SNS.00009,CROSTINI DORATI SAN CARLO 14PZ,PZ,PZ,1.0,0.9929,16,15.8864,15.8864
,,,FOO.SNS.00010,ARACHIDI SALATE 40GRX30PZ,PZ,PZ,1.0,0.7667,12,9.2002,9.2002
,,,FOO.SNS.00011,OLIVE NERE,KG,KG,1.0,7.8546,1,7.5639,7.5639
,,,FOO.SNS.00012,PATATINE SAN CARLO RUSTICHE 50GRX20PZ,PZ,PZ,1.0,0.8,77,61.6,61.6
,,,FOO.SNS.00013,PATATINE SAN CARLO VIVACE 50GRX20PZ,PZ,PZ,1.0,0.8,32,25.6,25.6
,,,FOO.SNS.00014,PATATINE SAN CARLO POMODORO 50GRX20PZ,PZ,PZ,1.0,0.8,66,52.8,52.8
,,,FOO.SNS.00015,PATATINE SAN CARLO PORCHETTA 50GRX20PZ,PZ,PZ,1.0,0.8,3,2.4,2.4
,,SOFDRINK - ,,,,,,,,135.0,135.0
,,,BEV.FOO.00058,GRANITA ANGURIA,PZ,PZ,1.0,15.0,7,105.0,105.0
,,,BEV.SOF.00057,GRANITA A FRAGOLA,PZ,PZ,1.0,15.0,2,30.0,30.0
,,SPEZIECO - ,,,,,,,,103.8933,103.8933
,,,FOO.SPE.00008,OLIO EXTRA VERGINE BUSTINE,CF,CF,1.0,16.4537,3,49.2139,49.2139
,,,FOO.SPE.00014,MAIONESE BIFFI 875ML,PZ,PZ,1.0,5.7412,3,18.3237,18.3237
,,,FOO.SPE.00028,SALSA CAESAR SALAD 850GR,PZ,PZ,1.0,5.842,6,34.2307,34.2307
,,,FOO.SPE.00029,SALSA GRECA 500GR,PZ,PZ,1.0,2.125,1,2.125,2.125
,PULIZIA - ,,,,,,,,,6.12,6.12
,,DETERGEN - ,,,,,,,,6.12,6.12
,,,PUL.DET.00009,SGRASSATORE CHANTECLAIR 600MLX12PZ,PZ,PZ,1.0,2.503,3,6.12,6.12
,VARIE - ,,,,,,,,,616.0944,616.0944
,,CANCELLE - ,,,,,,,,10.3629,10.3629
,,,VAR.CAN.00012,POST-IT 50X38MM,PZ,PZ,1.0,0.4964,2,0.9928,0.9928
,,,VAR.CAN.00023,ROTOLI CARTA 57X18 MM POS 1CFX10 PZ,PZ,PZ,0.0,0.3353,20,6.7059,6.7059
,,,VAR.CAN.00051,ROTOLI CARTA 57X35 CASSA,PZ,PZ,0.0,0.2422,11,2.6642,2.6642
,,CANPERS - ,,,,,,,,4.375,4.375
,,,VAR.CPE.00010,PENNE PERSONALIZZATE BLU,PZ,PZ,1.0,0.4375,10,4.375,4.375
,,CARTBUSA - ,,,,,,,,87.1076,87.1076
,,,VAR.CAR.00005,BUSTE SPAZZATURA 90X120 20KG,CT,CT,1.0,35.5953,1,38.254,38.254
,,,VAR.CAR.00006,CARTA IGIENICA LUCART 6PZX12CF,PZ,PZ,1.0,0.2491,174,42.7297,42.7297
,,,VAR.CAR.00015,BOBINA CARTA STRONG 800 STRAPPIX10,PZ,PZ,1.0,3.7585,1,3.8115,3.8115
,,,VAR.CAR.00016,BUSTE SHOPPER BIANCHE 400PZ (COLAZIONI),PZ,PZ,1.0,0.1345,14,1.883,1.883
,,,VAR.CAR.00018,SACCHETTI BIANCHI BREAKFAST 17X34 10KG,KG,KG,0.0,1.4312,0.3,0.4294,0.4294
,,MONOUSO - ,,,,,,,,502.1579,502.1579
,,,VAR.MON.00002,TOVAGLIOLI CARTA BIANCO 33X33(36CFX75PZ),CF,CF,1.0,0.85,20,17.0,17.0
,,,VAR.MON.00006,BICCHIERI CARTA 10 CL SP4 1X50 PZ,CF,CF,1.0,0.8381,27,22.6286,22.6286
,,,VAR.MON.00009,BICCHIERI CARTA 380ML NATURALICA 1X50PZ,CF,CF,1.0,5.5827,5,25.1871,25.1871
,,,VAR.MON.00011,BICCHIERI PLASTICA KRISTAL 40CL20CFX50PZ,CF,CF,1.0,2.5,19,47.5,47.5
,,,VAR.MON.00012,BICCHIERI PLASTICA KRISTAL 10CL20CFX50PZ,CF,CF,1.0,1.8,10,18.0,18.0
,,,VAR.MON.00013,BICCHIERI PLASTICA KRISTAL 16CL30CFX100P,CF,CF,1.0,1.0,9,9.0,9.0
